,timestamp,ef_peak,rf_peak,ef_saturated,rf_saturated,ef_peak_transformed,label_numerical,Electric_Field_Strength,Field_Gradient,EF_Rolling_Mean,EF_Rolling_Std,RF_Burst_Amplitude,RF_Freq_Component,RF_Rolling_Peak,Above_Threshold,Lightning_Strike
19,1900-01-01 08:00:04.725,62.0,61.0,0,0,5.143134726391533,1,62.0,0.0,36.0,25.777897509300484,72.0,6.0,72.0,1,1
20,1900-01-01 08:00:05.038,12.0,25.0,0,0,3.5649493574615367,0,12.0,-50.0,31.4,27.960686686846586,61.0,-36.0,61.0,0,0
21,1900-01-01 08:00:05.268,12.0,24.0,0,0,3.5649493574615367,0,12.0,0.0,32.0,27.386127875258307,61.0,-1.0,61.0,0,0
22,1900-01-01 08:00:05.507,56.0,58.0,0,0,5.04305126783455,1,56.0,44.0,40.8,26.404545063303022,61.0,34.0,61.0,1,1
23,1900-01-01 08:00:05.799,17.0,32.0,0,0,3.8903717578961645,0,17.0,-39.0,31.8,25.00399968005119,61.0,-26.0,61.0,0,0
24,1900-01-01 08:00:06.016,63.0,55.0,0,0,5.1588830833596715,1,63.0,46.0,32.0,25.30810146968753,58.0,23.0,58.0,1,1
25,1900-01-01 08:00:06.310,10.0,23.0,0,0,3.3978952727983707,0,10.0,-53.0,31.6,25.715753926338618,58.0,-32.0,58.0,0,0
26,1900-01-01 08:00:06.554,7.0,26.0,0,0,3.0794415416798357,0,7.0,-3.0,30.6,26.745093007877163,58.0,3.0,58.0,0,0
27,1900-01-01 08:00:06.757,60.0,58.0,0,0,5.110873864173311,0,60.0,53.0,31.4,27.73625785862253,58.0,32.0,58.0,1,0
28,1900-01-01 08:00:06.982,7.0,24.0,0,0,3.0794415416798357,0,7.0,-53.0,29.4,29.347913043349436,58.0,-34.0,58.0,0,0
29,1900-01-01 08:00:07.278,63.0,63.0,0,0,5.1588830833596715,1,63.0,56.0,29.4,29.347913043349436,63.0,39.0,63.0,1,1
30,1900-01-01 08:00:07.765,6.0,21.0,0,0,2.9459101490553135,0,6.0,-57.0,28.6,30.05494967555261,63.0,-42.0,63.0,0,0
31,1900-01-01 08:00:08.004,65.0,65.0,0,0,5.189654742026425,0,65.0,59.0,40.2,30.817202987941656,65.0,44.0,65.0,1,0
32,1900-01-01 08:00:08.307,61.0,64.0,0,0,5.127134385045092,1,61.0,-4.0,40.4,30.980639115421745,65.0,-1.0,65.0,1,1
33,1900-01-01 08:00:08.547,63.0,59.0,0,0,5.1588830833596715,1,63.0,2.0,51.6,25.53037406698147,65.0,-5.0,65.0,1,1
34,1900-01-01 08:00:08.788,63.0,65.0,0,0,5.1588830833596715,1,63.0,0.0,51.6,25.53037406698147,65.0,6.0,65.0,1,1
35,1900-01-01 08:00:08.990,29.0,42.0,0,0,4.401197381662156,0,29.0,-34.0,56.2,15.270887335056857,65.0,-23.0,65.0,0,0
36,1900-01-01 08:00:09.254,5.0,57.0,0,0,2.791759469228055,0,5.0,-24.0,44.2,26.252618916976644,65.0,15.0,65.0,0,0
37,1900-01-01 08:00:09.557,10.0,24.0,0,0,3.3978952727983707,0,10.0,5.0,34.0,27.94637722496424,65.0,-33.0,65.0,0,0
38,1900-01-01 08:00:09.727,10.0,19.0,0,0,3.3978952727983707,0,10.0,0.0,23.4,23.964557162609953,65.0,-5.0,65.0,0,0
39,1900-01-01 08:00:09.974,61.0,62.0,0,0,5.127134385045092,1,61.0,51.0,23.0,23.140872930812268,62.0,43.0,62.0,1,1
40,1900-01-01 08:00:10.271,14.0,23.0,0,0,3.70805020110221,0,14.0,-47.0,20.0,23.140872930812268,62.0,-39.0,62.0,0,0
41,1900-01-01 08:00:10.497,15.0,25.0,0,0,3.772588722239781,0,15.0,1.0,22.0,21.920310216782973,62.0,2.0,62.0,0,0
42,1900-01-01 08:00:10.792,24.0,29.0,0,0,4.218875824868201,0,24.0,9.0,24.8,20.873428084528904,62.0,4.0,62.0,0,0
43,1900-01-01 08:00:11.010,8.0,26.0,0,0,3.1972245773362196,0,8.0,-16.0,24.4,21.243822631532208,62.0,-3.0,62.0,0,0
44,1900-01-01 08:00:11.283,10.0,27.0,0,0,3.3978952727983707,0,10.0,2.0,14.2,6.180614856144977,29.0,1.0,29.0,0,0
45,1900-01-01 08:00:11.552,25.0,33.0,0,0,4.258096538021482,0,25.0,15.0,16.4,7.829431652425353,33.0,6.0,33.0,0,0
46,1900-01-01 08:00:11.753,8.0,20.0,0,0,3.1972245773362196,0,8.0,-17.0,15.0,8.717797887081348,33.0,-13.0,33.0,0,0
47,1900-01-01 08:00:12.041,31.0,36.0,0,0,4.465735902799727,0,31.0,23.0,16.4,10.830512453249847,36.0,16.0,36.0,0,0
48,1900-01-01 08:00:12.294,30.0,33.0,0,0,4.433987204485146,0,30.0,-1.0,20.8,11.03177229641729,36.0,-3.0,36.0,0,0
49,1900-01-01 08:00:12.544,5.0,23.0,0,0,2.791759469228055,0,5.0,-25.0,19.8,12.397580409095962,36.0,-10.0,36.0,0,0
50,1900-01-01 08:00:12.748,39.0,32.0,0,0,4.688879454113936,0,39.0,34.0,22.6,15.142654985173506,36.0,9.0,36.0,0,0
51,1900-01-01 08:00:13.035,29.0,37.0,0,0,4.401197381662156,0,29.0,-10.0,26.8,12.814054783713077,37.0,5.0,37.0,0,0
52,1900-01-01 08:00:13.226,1023.0,28.0,1,0,7.931471805599453,0,1023.0,994.0,225.2,446.1616299055758,37.0,-9.0,37.0,1,0
53,1900-01-01 08:00:13.489,63.0,60.0,0,0,5.1588830833596715,1,63.0,-960.0,231.8,442.7834685260957,60.0,32.0,60.0,1,1
54,1900-01-01 08:00:13.807,18.0,34.0,0,0,3.9444389791664403,0,18.0,-45.0,234.4,441.153941385544,60.0,-26.0,60.0,0,0
55,1900-01-01 08:00:13.978,10.0,32.0,0,0,3.3978952727983707,0,10.0,-8.0,228.6,444.5427988394368,60.0,-2.0,60.0,0,0
56,1900-01-01 08:00:14.296,42.0,49.0,0,0,4.761200115693562,1,42.0,32.0,231.2,443.1192841662389,60.0,17.0,60.0,0,1
57,1900-01-01 08:00:14.540,19.0,23.0,0,0,3.995732273553991,0,19.0,-23.0,30.4,21.77842969545784,60.0,-26.0,60.0,0,0
58,1900-01-01 08:00:14.721,66.0,63.0,0,0,5.204692619390966,1,66.0,47.0,31.0,22.9128784747792,63.0,40.0,63.0,1,1
59,1900-01-01 08:00:14.984,65.0,58.0,0,0,5.189654742026425,1,65.0,-1.0,40.4,25.715753926338618,63.0,-5.0,63.0,1,1
60,1900-01-01 08:00:15.288,67.0,56.0,0,0,5.219507705176107,1,67.0,2.0,51.8,21.087911228948208,63.0,-2.0,63.0,1,1
61,1900-01-01 08:00:15.552,11.0,31.0,0,0,3.4849066497880004,0,11.0,-56.0,45.6,28.085583490467133,63.0,-25.0,63.0,0,0
62,1900-01-01 08:00:15.757,24.0,32.0,0,0,4.218875824868201,0,24.0,13.0,46.6,26.96850014368615,63.0,1.0,63.0,0,0
63,1900-01-01 08:00:16.028,10.0,23.0,0,0,3.3978952727983707,0,10.0,-14.0,35.4,28.48332845718702,58.0,-9.0,58.0,0,0
64,1900-01-01 08:00:16.253,21.0,46.0,0,0,4.091042453358316,0,21.0,11.0,26.6,23.394443784796422,56.0,23.0,56.0,0,0
65,1900-01-01 08:00:16.534,14.0,29.0,0,0,3.70805020110221,0,14.0,-7.0,16.0,6.2048368229954285,46.0,-17.0,46.0,0,0
66,1900-01-01 08:00:17.051,25.0,29.0,0,0,4.258096538021482,0,25.0,11.0,18.8,6.534523701081817,46.0,0.0,46.0,0,0
67,1900-01-01 08:00:17.245,12.0,21.0,0,0,3.5649493574615367,0,12.0,-13.0,16.4,6.348228099241551,46.0,-8.0,46.0,0,0
68,1900-01-01 08:00:17.787,11.0,28.0,0,0,3.4849066497880004,0,11.0,-1.0,16.6,6.107372593840989,46.0,7.0,46.0,0,0
69,1900-01-01 08:00:18.046,10.0,27.0,0,0,3.3978952727983707,0,10.0,-1.0,14.4,6.1073725938409895,29.0,-1.0,29.0,0,0
70,1900-01-01 08:00:18.222,6.0,21.0,0,0,2.9459101490553135,0,6.0,-4.0,12.8,7.190271204899021,29.0,-6.0,29.0,0,0
71,1900-01-01 08:00:18.516,22.0,29.0,0,0,4.13549421592915,0,22.0,16.0,12.2,5.932958789676532,29.0,8.0,29.0,0,0
72,1900-01-01 08:00:18.759,10.0,26.0,0,0,3.3978952727983707,0,10.0,-12.0,11.8,6.016643582596531,29.0,-3.0,29.0,0,0
73,1900-01-01 08:00:19.000,16.0,28.0,0,0,3.833213344056216,0,16.0,6.0,12.8,6.260990336999413,29.0,2.0,29.0,0,0
74,1900-01-01 08:00:19.230,10.0,22.0,0,0,3.3978952727983707,0,10.0,-6.0,12.8,6.260990336999413,29.0,-6.0,29.0,0,0
75,1900-01-01 08:00:19.532,69.0,62.0,0,0,5.248495242049359,1,69.0,59.0,25.4,24.875690945177784,62.0,40.0,62.0,1,1
76,1900-01-01 08:00:19.788,57.0,62.0,0,0,5.060443010546419,1,57.0,-12.0,32.4,28.36018335624789,62.0,0.0,62.0,1,1
77,1900-01-01 08:00:19.986,58.0,63.0,0,0,5.07753744390572,1,58.0,1.0,42.0,26.97220791852235,63.0,1.0,63.0,1,1
78,1900-01-01 08:00:20.290,13.0,22.0,0,0,3.6390573296152584,0,13.0,-45.0,41.4,27.71822505139894,63.0,-41.0,63.0,0,0
79,1900-01-01 08:00:20.537,24.0,29.0,0,0,4.218875824868201,0,24.0,11.0,44.2,24.2425246210043,63.0,7.0,63.0,0,0
80,1900-01-01 08:00:20.774,57.0,73.0,0,0,5.060443010546419,0,57.0,33.0,41.8,21.626372788796544,73.0,44.0,73.0,1,0
81,1900-01-01 08:00:21.009,9.0,22.0,0,0,3.302585092994046,0,9.0,-48.0,32.2,23.742367194532218,73.0,-51.0,73.0,0,0
82,1900-01-01 08:00:21.305,58.0,58.0,0,0,5.07753744390572,1,58.0,49.0,32.2,23.742367194532218,73.0,36.0,73.0,1,1
83,1900-01-01 08:00:21.526,19.0,29.0,0,0,3.995732273553991,0,19.0,-39.0,33.4,22.656124999655162,73.0,-29.0,73.0,0,0
84,1900-01-01 08:00:21.777,10.0,27.0,0,0,3.3978952727983707,0,10.0,-9.0,30.6,24.865638942122512,73.0,-2.0,73.0,0,0
85,1900-01-01 08:00:21.998,999.0,29.0,0,0,7.907755278982137,0,999.0,989.0,219.0,436.4922679727557,58.0,2.0,58.0,1,0
86,1900-01-01 08:00:22.222,999.0,69.0,0,0,7.907755278982137,1,999.0,0.0,417.0,531.5971218883714,69.0,40.0,69.0,1,1
87,1900-01-01 08:00:22.499,64.0,58.0,0,0,5.174387269895637,1,64.0,-935.0,418.2,530.5899546730978,69.0,-11.0,69.0,1,1
88,1900-01-01 08:00:22.720,64.0,26.0,0,0,5.174387269895637,0,64.0,0.0,427.2,522.4449253270626,69.0,-32.0,69.0,1,0
89,1900-01-01 08:00:23.050,9.0,26.0,0,0,3.302585092994046,0,9.0,-55.0,427.0,522.6447168010023,69.0,0.0,69.0,0,0
90,1900-01-01 08:00:23.228,22.0,27.0,0,0,4.13549421592915,0,22.0,13.0,231.6,429.6990807530311,69.0,1.0,69.0,0,0
91,1900-01-01 08:00:23.512,7.0,20.0,0,0,3.0794415416798357,0,7.0,-15.0,33.2,28.70017421549911,58.0,-7.0,58.0,0,0
92,1900-01-01 08:00:23.750,8.0,27.0,0,0,3.1972245773362196,0,8.0,1.0,22.0,24.259018941416407,27.0,7.0,27.0,0,0
93,1900-01-01 08:00:24.032,10.0,21.0,0,0,3.3978952727983707,0,10.0,2.0,11.2,6.1400325732035,27.0,-6.0,27.0,0,0
94,1900-01-01 08:00:24.236,62.0,62.0,0,0,5.143134726391533,1,62.0,52.0,21.8,23.263705637752555,62.0,41.0,62.0,1,1
95,1900-01-01 08:00:24.543,-38.0,61.0,0,0,4.663561646129646,1,-38.0,-100.0,9.8,35.42880184256871,62.0,-1.0,62.0,0,1
96,1900-01-01 08:00:24.751,62.0,57.0,0,0,5.143134726391533,1,62.0,100.0,20.8,42.22795282748147,62.0,-4.0,62.0,1,1
97,1900-01-01 08:00:25.022,11.0,26.0,0,0,3.4849066497880004,0,11.0,-51.0,21.4,42.0214231077435,62.0,-31.0,62.0,0,0
98,1900-01-01 08:00:25.232,66.0,64.0,0,0,5.204692619390966,1,66.0,55.0,32.6,45.538994279628085,64.0,38.0,64.0,1,1
99,1900-01-01 08:00:25.515,21.0,30.0,0,0,4.091042453358316,0,21.0,-45.0,24.4,42.51235114646095,64.0,-34.0,64.0,0,0
100,1900-01-01 08:00:25.779,22.0,30.0,0,0,4.13549421592915,0,22.0,1.0,36.4,25.598828098176675,64.0,0.0,64.0,0,0
101,1900-01-01 08:00:25.976,64.0,72.0,0,0,5.174387269895637,1,64.0,42.0,36.8,26.109385285754996,72.0,42.0,72.0,1,1
102,1900-01-01 08:00:26.302,11.0,28.0,0,0,3.4849066497880004,0,11.0,-53.0,36.8,26.109385285754996,72.0,-44.0,72.0,0,0
103,1900-01-01 08:00:26.521,65.0,62.0,0,0,5.189654742026425,1,65.0,54.0,36.6,25.832150510555632,72.0,34.0,72.0,1,1
104,1900-01-01 08:00:26.733,9.0,27.0,0,0,3.302585092994046,0,9.0,-56.0,34.2,28.10160137785745,72.0,-35.0,72.0,0,0
105,1900-01-01 08:00:26.994,25.0,33.0,0,0,4.258096538021482,0,25.0,16.0,34.8,27.80647406630333,72.0,6.0,72.0,0,0
106,1900-01-01 08:00:27.237,27.0,35.0,0,0,4.332204510175204,0,27.0,2.0,27.4,22.512218904408332,62.0,2.0,62.0,0,0
107,1900-01-01 08:00:27.505,43.0,25.0,0,0,4.7841896339182615,0,43.0,16.0,33.8,21.19433886678232,62.0,-10.0,62.0,0,0
108,1900-01-01 08:00:27.729,34.0,26.0,0,0,4.555348061489413,0,34.0,-9.0,27.6,12.56184699795376,35.0,1.0,35.0,0,0
109,1900-01-01 08:00:28.040,8.0,28.0,0,0,3.1972245773362196,0,8.0,-26.0,27.4,12.934450123604014,35.0,2.0,35.0,0,0
110,1900-01-01 08:00:28.303,45.0,28.0,0,0,4.828641396489095,0,45.0,37.0,31.4,14.943225890014505,35.0,0.0,35.0,0,0
111,1900-01-01 08:00:28.481,16.0,30.0,0,0,3.833213344056216,0,16.0,-29.0,29.2,16.483324907311626,30.0,2.0,30.0,0,0
112,1900-01-01 08:00:28.750,7.0,25.0,0,0,3.0794415416798357,0,7.0,-9.0,22.0,16.80773631397161,30.0,-5.0,30.0,0,0
113,1900-01-01 08:00:29.032,30.0,31.0,0,0,4.433987204485146,0,30.0,23.0,21.2,16.17714437099453,31.0,6.0,31.0,0,0
114,1900-01-01 08:00:29.271,30.0,30.0,0,0,4.433987204485146,0,30.0,0.0,25.6,14.604793733565698,31.0,-1.0,31.0,0,0
115,1900-01-01 08:00:29.491,3.0,25.0,0,0,2.386294361119891,0,3.0,-27.0,17.2,12.597618822618825,31.0,-5.0,31.0,0,0
116,1900-01-01 08:00:29.769,999.0,27.0,0,0,7.907755278982137,0,999.0,996.0,213.8,439.1203707413265,31.0,2.0,31.0,1,0
117,1900-01-01 08:00:30.028,7.0,24.0,0,0,3.0794415416798357,0,7.0,-992.0,213.8,439.1203707413265,31.0,-3.0,31.0,0,0
118,1900-01-01 08:00:30.309,52.0,57.0,0,0,4.970291913552122,1,52.0,45.0,218.2,436.92299092631873,57.0,33.0,57.0,1,1
119,1900-01-01 08:00:30.489,6.0,23.0,0,0,2.9459101490553135,0,6.0,-46.0,213.4,439.6308678880499,57.0,-34.0,57.0,0,0
120,1900-01-01 08:00:30.747,37.0,35.0,0,0,4.637586159726386,0,37.0,31.0,220.2,435.8092472630658,57.0,12.0,57.0,0,0
121,1900-01-01 08:00:31.010,15.0,26.0,0,0,3.772588722239781,0,15.0,-22.0,23.4,20.2805325373874,57.0,-9.0,57.0,0,0
122,1900-01-01 08:00:31.294,22.0,39.0,0,0,4.13549421592915,0,22.0,7.0,26.4,18.256505689754245,57.0,13.0,57.0,0,0
123,1900-01-01 08:00:31.537,16.0,28.0,0,0,3.833213344056216,0,16.0,-6.0,19.2,11.476062042357086,39.0,-11.0,39.0,0,0
124,1900-01-01 08:00:31.785,5.0,23.0,0,0,2.791759469228055,0,5.0,-11.0,19.0,11.768602295941056,39.0,-5.0,39.0,0,0
125,1900-01-01 08:00:31.993,13.0,22.0,0,0,3.6390573296152584,0,13.0,8.0,14.2,6.140032573205871,39.0,-1.0,39.0,0,0
126,1900-01-01 08:00:32.228,63.0,63.0,0,0,5.1588830833596715,1,63.0,50.0,23.8,22.75302177733826,63.0,41.0,63.0,1,1
127,1900-01-01 08:00:32.500,24.0,34.0,0,0,4.218875824868201,0,24.0,-39.0,24.2,22.73103605205951,63.0,-29.0,63.0,0,0
128,1900-01-01 08:00:32.792,0.0,21.0,0,0,1.0,0,0.0,-24.0,21.0,25.169425897307015,63.0,-13.0,63.0,0,0
129,1900-01-01 08:00:33.046,9.0,21.0,0,0,3.302585092994046,0,9.0,9.0,21.8,24.590648629103487,63.0,0.0,63.0,0,0
130,1900-01-01 08:00:33.230,39.0,27.0,0,0,4.688879454113936,0,39.0,30.0,27.0,25.00999800080018,63.0,6.0,63.0,0,0
131,1900-01-01 08:00:33.544,39.0,61.0,0,0,4.688879454113936,1,39.0,0.0,22.2,17.569860557216415,61.0,34.0,61.0,0,1
132,1900-01-01 08:00:33.760,27.0,22.0,0,0,4.332204510175204,0,27.0,-12.0,22.8,17.69745744450397,61.0,-39.0,61.0,0,0
133,1900-01-01 08:00:33.996,66.0,61.0,0,0,5.204692619390966,1,66.0,39.0,36.0,20.784609690827228,61.0,39.0,61.0,1,1
134,1900-01-01 08:00:34.260,7.0,26.0,0,0,3.0794415416798357,0,7.0,-59.0,35.6,21.4429475585804,61.0,-35.0,61.0,0,0
135,1900-01-01 08:00:34.520,10.0,23.0,0,0,3.3978952727983707,0,10.0,3.0,29.8,24.056184236075953,61.0,-3.0,61.0,0,0
136,1900-01-01 08:00:34.802,10.0,23.0,0,0,3.3978952727983707,0,10.0,0.0,24.0,24.768932153002257,61.0,0.0,61.0,0,0
137,1900-01-01 08:00:35.010,20.0,30.0,0,0,4.044522437723423,0,20.0,10.0,22.6,24.75479751482587,61.0,7.0,61.0,0,0
138,1900-01-01 08:00:35.229,14.0,21.0,0,0,3.70805020110221,0,14.0,-6.0,12.2,5.019960159207352,30.0,-9.0,30.0,0,0
139,1900-01-01 08:00:35.729,29.0,37.0,0,0,4.401197381662156,0,29.0,15.0,16.6,8.04984471900105,37.0,16.0,37.0,0,0
140,1900-01-01 08:00:36.034,10.0,23.0,0,0,3.3978952727983707,0,10.0,-19.0,16.6,8.04984471900105,37.0,-14.0,37.0,0,0
141,1900-01-01 08:00:36.264,18.0,26.0,0,0,3.9444389791664403,0,18.0,8.0,18.2,7.155417528001359,37.0,3.0,37.0,0,0
142,1900-01-01 08:00:36.501,8.0,27.0,0,0,3.1972245773362196,0,8.0,-10.0,15.8,8.318653737235918,37.0,1.0,37.0,0,0
143,1900-01-01 08:00:36.740,1023.0,31.0,1,0,7.931471805599453,0,1023.0,1015.0,217.6,450.3080057027634,37.0,4.0,37.0,1,0
144,1900-01-01 08:00:37.039,65.0,61.0,0,0,5.189654742026425,1,65.0,-958.0,224.8,446.8128243459447,61.0,30.0,61.0,1,1
145,1900-01-01 08:00:37.298,57.0,61.0,0,0,5.060443010546419,0,57.0,-8.0,234.2,441.6284637565836,61.0,0.0,61.0,1,0
146,1900-01-01 08:00:37.555,58.0,59.0,0,0,5.07753744390572,1,58.0,1.0,242.2,437.0717332429541,61.0,-2.0,61.0,1,1
147,1900-01-01 08:00:37.758,23.0,30.0,0,0,4.178053830347945,0,23.0,-35.0,245.2,435.1094115277214,61.0,-29.0,61.0,0,0
148,1900-01-01 08:00:37.983,19.0,28.0,0,0,3.995732273553991,0,19.0,-4.0,44.4,21.628684657187506,61.0,-2.0,61.0,0,0
149,1900-01-01 08:00:38.237,13.0,23.0,0,0,3.6390573296152584,0,13.0,-6.0,34.0,21.748563170932883,61.0,-5.0,61.0,0,0
150,1900-01-01 08:00:38.483,0.0,60.0,0,0,1.0,1,0.0,-13.0,22.6,21.617122842785026,60.0,37.0,60.0,0,1
151,1900-01-01 08:00:39.047,12.0,27.0,0,0,3.5649493574615367,0,12.0,12.0,13.4,8.734987120772312,60.0,-33.0,60.0,0,0
152,1900-01-01 08:00:39.263,13.0,25.0,0,0,3.6390573296152584,0,13.0,1.0,11.4,6.949820141561806,60.0,-2.0,60.0,0,0
153,1900-01-01 08:00:39.551,23.0,26.0,0,0,4.178053830347945,0,23.0,10.0,12.2,8.167006795641727,60.0,1.0,60.0,0,0
154,1900-01-01 08:00:39.784,31.0,34.0,0,0,4.465735902799727,0,31.0,8.0,15.8,11.777096416352299,60.0,8.0,60.0,0,0
155,1900-01-01 08:00:39.976,10.0,26.0,0,0,3.3978952727983707,0,10.0,-21.0,17.8,8.927485648269514,34.0,-8.0,34.0,0,0
156,1900-01-01 08:00:40.475,6.0,21.0,0,0,2.9459101490553135,0,6.0,-4.0,16.6,10.212737145352275,34.0,-5.0,34.0,0,0
157,1900-01-01 08:00:40.736,66.0,63.0,0,0,5.204692619390966,1,66.0,60.0,27.2,23.889328161337186,63.0,42.0,63.0,1,1
158,1900-01-01 08:00:41.003,11.0,26.0,0,0,3.4849066497880004,0,11.0,-55.0,24.8,24.99399927982831,63.0,-37.0,63.0,0,0
159,1900-01-01 08:00:41.276,61.0,58.0,0,0,5.127134385045092,1,61.0,50.0,30.8,29.9616421445831,63.0,32.0,63.0,1,1
160,1900-01-01 08:00:41.524,62.0,58.0,0,0,5.143134726391533,1,62.0,1.0,41.2,29.961642144583095,63.0,0.0,63.0,1,1
161,1900-01-01 08:00:41.734,12.0,24.0,0,0,3.5649493574615367,0,12.0,-50.0,42.4,28.271894170714102,63.0,-34.0,63.0,0,0
162,1900-01-01 08:00:42.058,15.0,26.0,0,0,3.772588722239781,0,15.0,3.0,32.2,26.78992347880184,58.0,2.0,58.0,0,0
163,1900-01-01 08:00:42.289,11.0,23.0,0,0,3.4849066497880004,0,11.0,-4.0,32.2,26.78992347880184,58.0,-3.0,58.0,0,0
164,1900-01-01 08:00:42.517,11.0,61.0,0,0,3.4849066497880004,1,11.0,0.0,22.2,22.30919093109515,61.0,38.0,61.0,0,1
165,1900-01-01 08:00:42.738,31.0,61.0,0,0,4.465735902799727,0,31.0,20.0,16.0,8.544003745320925,61.0,0.0,61.0,0,0
166,1900-01-01 08:00:42.975,8.0,25.0,0,0,3.1972245773362196,0,8.0,-23.0,15.2,9.17605579756673,61.0,-36.0,61.0,0,0
167,1900-01-01 08:00:43.225,12.0,22.0,0,0,3.5649493574615367,0,12.0,4.0,14.6,9.289779329997996,61.0,-3.0,61.0,0,0
168,1900-01-01 08:00:43.496,12.0,60.0,0,0,3.5649493574615367,1,12.0,0.0,14.8,9.203260291877983,61.0,38.0,61.0,0,1
169,1900-01-01 08:00:43.805,10.0,29.0,0,0,3.3978952727983707,0,10.0,-2.0,14.6,9.316651759084806,61.0,-31.0,61.0,0,0
170,1900-01-01 08:00:44.041,24.0,27.0,0,0,4.218875824868201,0,24.0,14.0,13.2,6.260990337004045,60.0,-2.0,60.0,0,0
171,1900-01-01 08:00:44.272,44.0,29.0,0,0,4.80666248977032,0,44.0,20.0,20.4,14.310835056000679,60.0,2.0,60.0,0,0
172,1900-01-01 08:00:44.500,19.0,26.0,0,0,3.995732273553991,0,19.0,-25.0,21.8,13.608820668965329,60.0,-3.0,60.0,0,0
173,1900-01-01 08:00:44.742,21.0,24.0,0,0,4.091042453358316,0,21.0,2.0,23.6,12.541929676092828,29.0,-2.0,29.0,0,0
174,1900-01-01 08:00:44.973,11.0,29.0,0,0,3.4849066497880004,0,11.0,-10.0,23.8,12.275992831541485,29.0,5.0,29.0,0,0
175,1900-01-01 08:00:45.262,61.0,62.0,0,0,5.127134385045092,1,61.0,50.0,31.2,20.692993983473194,62.0,33.0,62.0,1,1
176,1900-01-01 08:00:45.522,64.0,59.0,0,0,5.174387269895637,1,64.0,3.0,35.2,25.223005372081612,62.0,-3.0,62.0,1,1
177,1900-01-01 08:00:45.751,10.0,25.0,0,0,3.3978952727983707,0,10.0,-54.0,33.4,26.93139431964223,62.0,-34.0,62.0,0,0
178,1900-01-01 08:00:46.059,10.0,22.0,0,0,3.3978952727983707,0,10.0,0.0,31.2,28.595454184189098,62.0,-3.0,62.0,0,0
179,1900-01-01 08:00:46.224,20.0,29.0,0,0,4.044522437723423,0,20.0,10.0,33.0,27.25802634087908,62.0,7.0,62.0,0,0
