timestamp,ef_peak,rf_peak,label
,9.0,28.0,SAFE
08:15:48.496,11.0,25.0,SAFE
08:14:37.480,16.0,20.0,SAFE
08:01:46.789,38.0,32.0,SAFE
08:05:13.018,23.0,30.0,SAFE
08:06:54.242,27.0,37.0,SAFE
08:11:35.784,13.0,27.0,SAFE
08:13:15.483,14.0,30.0,SAFE
08:15:25.552,58.0,65.0,DANGER
08:01:33.008,11.0,22.0,SAFE
08:01:52.255,66.0,58.0,DANGER
08:16:30.789,7.0,25.0,SAFE
08:06:52.019,15.0,22.0,SAFE
08:10:38.296,14.0,,SAFE
08:07:49.028,13.0,23.0,SAFE
08:11:47.541,9.0,22.0,SAFE
08:18:34.310,42.0,51.0,SAFE
08:19:40.516,66.0,18.0,SAFE
08:19:26.794,22.0,27.0,SAFE
08:07:28.772,66.0,62.0,DANGER
08:06:13.234,9.0,25.0,SAFE
08:10:26.988,,31.0,DANGER
08:00:37.298,57.0,,SAFE
08:12:22.308,66.0,67.0,DANGER
08:01:57.526,6.0,27.0,SAFE
08:00:48.723,7.0,26.0,SAFE
08:02:46.275,14.0,,SAFE
08:18:48.017,10.0,,SAFE
08:01:54.761,17.0,28.0,DANGER
08:19:07.030,37.0,32.0,SAFE
08:13:31.754,6.0,26.0,SAFE
08:13:15.228,1023.0,63.0,DANGER
08:19:16.484,8.0,21.0,SAFE
08:11:31.018,61.0,60.0,DANGER
08:11:06.761,7.0,23.0,SAFE
08:12:42.550,26.0,36.0,SAFE
08:02:12.752,25.0,21.0,SAFE
08:11:33.270,75.0,52.0,SAFE
08:18:14.559,17.0,29.0,SAFE
08:13:03.305,10.0,27.0,SAFE
08:19:14.301,66.0,57.0,DANGER
08:07:19.241,51.0,52.0,SAFE
08:11:30.725,66.0,61.0,DANGER
08:03:53.523,6.0,23.0,SAFE
08:11:47.778,62.0,56.0,SAFE
08:11:15.743,5.0,28.0,SAFE
08:04:25.221,9.0,24.0,SAFE
08:13:14.221,3.0,24.0,SAFE
08:17:23.794,5.0,23.0,SAFE
08:20:25.545,57.0,25.0,SAFE
08:12:20.233,11.0,25.0,SAFE
08:11:54.235,63.0,59.0,DANGER
08:09:54.517,56.0,64.0,DANGER
08:02:34.017,43.0,83.0,DANGER
08:14:41.976,60.0,60.0,DANGER
08:16:04.739,60.0,57.0,DANGER
08:17:51.544,11.0,28.0,SAFE
08:06:26.761,7.0,28.0,SAFE
08:09:16.005,63.0,65.0,DANGER
08:08:41.736,9.0,26.0,SAFE
08:03:55.033,12.0,29.0,SAFE
08:01:19.536,57.0,46.0,DANGER
08:19:34.032,61.0,60.0,DANGER
08:05:55.806,8.0,22.0,SAFE
08:03:52.233,10.0,25.0,SAFE
overflow,12.0,22.0,SAFE
08:18:15.300,,37.0,SAFE
08:11:34.976,57.0,60.0,DANGER
08:02:20.517,14.0,21.0,SAFE
08:09:15.483,54.0,58.0,DANGER
08:03:21.769,19.0,40.0,SAFE
08:01:40.521,17.0,26.0,SAFE
08:11:26.297,60.0,64.0,DANGER
08:00:01.039,8.0,26.0,SAFE
08:17:59.494,37.0,29.0,SAFE
08:08:55.534,7.0,25.0,SAFE
08:10:27.971,16.0,,SAFE
08:10:27.530,9.0,22.0,SAFE
08:05:36.001,34.0,38.0,SAFE
08:15:52.513,32.0,37.0,SAFE
08:15:45.278,65.0,63.0,DANGER
08:05:47.505,12.0,23.0,SAFE
08:01:51.987,19.0,28.0,SAFE
08:19:18.519,71.0,38.0,DANGER
,48.0,29.0,SAFE
08:19:59.471,58.0,60.0,DANGER
08:00:20.774,57.0,73.0,SAFE
08:07:16.295,9.0,24.0,SAFE
08:10:30.758,3.0,24.0,SAFE
08:12:29.477,13.0,,SAFE
08:03:13.275,7.0,25.0,SAFE
08:06:21.736,68.0,58.0,DANGER
08:10:05.002,7.0,25.0,SAFE
,27.0,36.0,SAFE
08:08:02.990,8.0,22.0,SAFE
08:15:02.550,13.0,18.0,SAFE
08:20:19.037,6.0,,SAFE
08:12:30.265,7.0,23.0,SAFE
,66.0,58.0,DANGER
08:14:31.038,9.0,27.0,SAFE
99:99:99.999,64.0,65.0,
08:15:07.225,0.0,81.0,DANGER
08:01:48.256,31.0,36.0,SAFE
08:02:05.029,26.0,31.0,SAFE
08:17:21.473,62.0,63.0,DANGER
08:19:21.808,15.0,22.0,SAFE
08:16:58.272,64.0,65.0,DANGER
08:16:01.054,41.0,42.0,DANGER
08:04:00.271,,36.0,SAFE
08:07:44.243,13.0,24.0,SAFE
08:10:56.544,8.0,20.0,SAFE
08:09:43.255,59.0,,DANGER
08:15:30.753,,23.0,SAFE
08:12:26.237,24.0,28.0,SAFE
08:15:13.766,27.0,31.0,SAFE
08:03:09.994,13.0,26.0,SAFE
08:16:12.981,62.0,61.0,DANGER
08:08:15.541,16.0,29.0,SAFE
08:12:14.020,11.0,22.0,SAFE
08:03:19.970,61.0,65.0,DANGER
08:19:30.785,60.0,65.0,DANGER
08:10:29.740,1023.0,62.0,DANGER
,11.0,36.0,SAFE
08:12:48.234,10.0,23.0,SAFE
08:08:58.052,6.0,20.0,SAFE
08:09:40.286,9.0,29.0,SAFE
08:04:52.509,12.0,26.0,SAFE
08:02:45.985,6.0,26.0,SAFE
08:07:04.526,64.0,65.0,DANGER
08:02:50.295,30.0,30.0,SAFE
08:10:50.024,18.0,25.0,SAFE
08:14:22.736,22.0,26.0,DANGER
08:08:41.505,60.0,58.0,DANGER
08:14:34.225,8.0,24.0,SAFE
99:99:99.999,11.0,24.0,SAFE
08:07:34.996,8.0,24.0,SAFE
08:08:19.233,17.0,35.0,SAFE
08:13:18.540,12.0,27.0,SAFE
08:15:51.767,68.0,57.0,DANGER
08:07:08.803,11.0,29.0,SAFE
08:19:21.510,5.0,26.0,SAFE
08:15:30.272,62.0,63.0,DANGER
08:19:36.791,57.0,58.0,DANGER
08:01:26.290,8.0,28.0,SAFE
08:09:32.235,26.0,39.0,SAFE
08:07:59.746,58.0,60.0,DANGER
08:14:43.554,68.0,54.0,DANGER
08:15:08.008,19.0,25.0,SAFE
08:11:34.007,28.0,38.0,SAFE
08:10:34.050,11.0,20.0,SAFE
08:08:23.491,39.0,39.0,SAFE
08:03:57.521,12.0,23.0,SAFE
08:03:11.781,17.0,21.0,SAFE
08:12:26.738,63.0,,DANGER
08:06:06.269,12.0,23.0,SAFE
08:18:07.287,9.0,21.0,SAFE
08:17:46.246,-1.0,,DANGER
08:10:20.244,29.0,36.0,SAFE
08:14:13.302,5.0,24.0,SAFE
08:19:21.309,7.0,26.0,SAFE
08:12:54.748,60.0,59.0,DANGER
08:18:36.018,6.0,25.0,SAFE
08:01:51.519,13.0,28.0,SAFE
08:09:36.304,10.0,18.0,SAFE
08:11:53.499,58.0,66.0,DANGER
08:19:42.032,65.0,61.0,DANGER
08:05:51.500,15.0,24.0,SAFE
08:20:32.535,33.0,37.0,SAFE
08:16:11.757,65.0,62.0,DANGER
08:09:48.531,12.0,24.0,SAFE
overflow,35.0,37.0,SAFE
08:05:56.981,25.0,,SAFE
08:08:29.001,5.0,24.0,SAFE
08:01:36.757,11.0,20.0,SAFE
08:13:26.778,5.0,21.0,SAFE
08:12:37.560,10.0,27.0,SAFE
08:00:34.520,10.0,23.0,SAFE
08:10:46.041,58.0,57.0,DANGER
08:09:32.518,62.0,58.0,DANGER
08:05:20.229,7.0,25.0,SAFE
08:08:25.225,11.0,29.0,SAFE
08:13:21.992,56.0,65.0,DANGER
08:03:09.277,9.0,24.0,SAFE
08:08:34.286,14.0,23.0,SAFE
08:11:41.259,64.0,66.0,DANGER
08:20:10.487,7.0,27.0,SAFE
08:06:25.780,9.0,28.0,SAFE
08:08:51.024,63.0,60.0,DANGER
08:16:34.220,38.0,45.0,SAFE
08:15:01.293,44.0,33.0,SAFE
08:16:05.544,14.0,20.0,SAFE
08:08:47.048,29.0,26.0,SAFE
08:12:35.769,10.0,29.0,SAFE
08:18:01.304,57.0,62.0,DANGER
08:14:36.517,12.0,27.0,SAFE
08:05:14.518,62.0,54.0,DANGER
08:06:00.975,8.0,26.0,SAFE
08:00:51.805,21.0,25.0,SAFE
08:04:13.788,12.0,22.0,SAFE
08:11:27.803,10.0,20.0,SAFE
08:04:41.056,61.0,63.0,DANGER
08:20:47.031,68.0,58.0,DANGER
08:03:50.278,8.0,25.0,SAFE
08:11:55.551,8.0,21.0,SAFE
08:14:22.234,29.0,27.0,SAFE
08:05:02.232,32.0,28.0,SAFE
08:04:39.494,20.0,24.0,SAFE
08:10:40.299,18.0,27.0,SAFE
08:10:17.281,35.0,27.0,SAFE
08:10:51.767,32.0,37.0,SAFE
08:03:42.272,60.0,58.0,DANGER
08:19:27.310,10.0,25.0,SAFE
08:19:38.558,4.0,31.0,SAFE
08:09:12.792,,63.0,DANGER
,9.0,26.0,SAFE
08:11:18.473,16.0,20.0,SAFE
08:05:35.513,63.0,61.0,DANGER
08:00:46.999,12.0,25.0,SAFE
08:15:08.555,62.0,58.0,DANGER
08:05:28.308,38.0,38.0,SAFE
08:11:40.292,18.0,31.0,SAFE
08:10:53.520,11.0,27.0,SAFE
08:13:27.473,27.0,28.0,SAFE
08:13:49.308,58.0,59.0,DANGER
08:11:28.498,9.0,24.0,SAFE
08:20:38.808,10.0,27.0,SAFE
08:11:37.028,59.0,61.0,DANGER
08:11:07.514,57.0,62.0,DANGER
08:12:53.978,7.0,27.0,SAFE
08:10:49.778,58.0,63.0,DANGER
08:11:10.009,29.0,35.0,SAFE
08:13:21.246,11.0,24.0,SAFE
08:04:59.060,5.0,23.0,SAFE
08:17:46.035,60.0,38.0,DANGER
08:19:33.517,13.0,27.0,SAFE
08:18:48.545,10.0,22.0,SAFE
08:16:12.490,60.0,64.0,DANGER
08:20:26.508,63.0,64.0,DANGER
08:17:39.473,10.0,20.0,SAFE
08:05:27.518,999.0,27.0,SAFE
08:16:07.535,64.0,60.0,DANGER
08:12:51.762,11.0,24.0,SAFE
08:00:13.489,63.0,60.0,DANGER
08:02:06.051,60.0,36.0,DANGER
08:00:42.738,31.0,,SAFE
08:15:09.794,19.0,31.0,SAFE
08:09:12.048,63.0,55.0,DANGER
08:05:15.754,11.0,26.0,SAFE
08:06:59.498,,54.0,DANGER
08:12:48.758,,30.0,SAFE
08:01:02.505,65.0,66.0,DANGER
08:08:11.515,65.0,63.0,DANGER
08:05:01.534,57.0,58.0,DANGER
08:09:40.021,65.0,61.0,DANGER
08:16:31.551,9.0,29.0,SAFE
08:07:47.051,60.0,60.0,DANGER
08:02:25.473,13.0,32.0,SAFE
08:01:21.973,30.0,34.0,SAFE
08:02:20.255,11.0,21.0,SAFE
08:00:52.508,42.0,43.0,SAFE
08:08:39.802,8.0,25.0,SAFE
08:15:02.745,9.0,34.0,SAFE
08:16:13.236,10.0,23.0,SAFE
08:04:21.484,11.0,21.0,SAFE
08:11:37.245,13.0,28.0,SAFE
08:10:55.543,24.0,27.0,SAFE
08:19:29.741,18.0,29.0,SAFE
08:18:33.999,28.0,36.0,SAFE
08:00:37.983,19.0,28.0,SAFE
08:16:55.011,13.0,21.0,SAFE
08:01:44.740,12.0,24.0,SAFE
08:07:53.795,,23.0,SAFE
08:07:16.477,63.0,59.0,DANGER
08:04:24.251,12.0,23.0,SAFE
08:09:06.262,11.0,25.0,SAFE
08:04:02.020,48.0,52.0,DANGER
08:05:15.019,10.0,33.0,SAFE
08:05:38.810,58.0,65.0,DANGER
08:16:17.733,60.0,61.0,DANGER
08:14:02.981,6.0,22.0,SAFE
08:12:24.771,8.0,31.0,SAFE
08:19:00.299,12.0,25.0,SAFE
08:06:39.501,55.0,16.0,DANGER
08:17:37.970,12.0,23.0,SAFE
08:12:31.260,61.0,62.0,DANGER
08:06:30.283,52.0,39.0,SAFE
08:20:27.502,21.0,29.0,SAFE
08:10:25.221,4.0,24.0,SAFE
08:00:01.784,55.0,59.0,DANGER
08:09:10.795,61.0,59.0,DANGER
08:19:25.280,46.0,20.0,DANGER
08:02:36.274,21.0,31.0,SAFE
08:12:01.473,12.0,22.0,SAFE
08:07:25.270,9.0,32.0,SAFE
08:05:58.978,53.0,59.0,DANGER
08:06:16.523,22.0,28.0,SAFE
08:05:27.796,30.0,42.0,SAFE
08:11:23.735,14.0,26.0,SAFE
08:00:46.778,16.0,22.0,SAFE
08:19:05.232,12.0,28.0,SAFE
08:09:00.052,19.0,,SAFE
08:04:48.231,33.0,34.0,SAFE
08:00:55.261,,34.0,SAFE
08:02:35.541,59.0,,DANGER
08:20:05.548,28.0,33.0,SAFE
08:01:16.308,64.0,60.0,DANGER
08:01:32.557,4.0,21.0,SAFE
overflow,17.0,29.0,SAFE
08:05:34.526,63.0,56.0,DANGER
08:16:38.306,31.0,33.0,SAFE
08:03:20.493,60.0,58.0,DANGER
08:15:47.540,62.0,55.0,DANGER
08:14:19.788,60.0,56.0,DANGER
08:18:46.512,2.0,25.0,SAFE
08:13:00.245,67.0,63.0,DANGER
08:09:23.292,64.0,61.0,DANGER
08:19:04.516,63.0,62.0,DANGER
08:13:47.478,1023.0,25.0,SAFE
08:14:24.258,13.0,21.0,SAFE
08:07:05.033,22.0,30.0,SAFE
08:17:50.268,65.0,61.0,DANGER
08:03:57.791,13.0,26.0,SAFE
08:06:13.787,27.0,30.0,SAFE
08:11:28.721,20.0,30.0,SAFE
08:10:42.011,32.0,38.0,SAFE
08:20:47.739,11.0,25.0,SAFE
08:10:32.471,40.0,60.0,DANGER
08:15:56.730,66.0,59.0,DANGER
08:19:13.987,20.0,,SAFE
25:61:00.000,63.0,60.0,DANGER
08:05:49.526,33.0,26.0,SAFE
08:20:17.499,7.0,,SAFE
08:00:45.751,10.0,25.0,SAFE
08:02:48.010,65.0,56.0,DANGER
08:14:43.232,60.0,60.0,DANGER
08:04:55.245,5.0,28.0,SAFE
08:09:44.481,34.0,40.0,SAFE
08:18:56.043,61.0,59.0,DANGER
08:12:22.013,13.0,20.0,SAFE
08:20:34.976,62.0,60.0,DANGER
08:19:13.502,54.0,61.0,DANGER
08:03:47.299,61.0,58.0,DANGER
08:11:51.308,62.0,55.0,DANGER
08:06:10.802,11.0,23.0,SAFE
08:11:23.988,60.0,59.0,DANGER
08:05:04.553,61.0,63.0,DANGER
08:13:05.788,14.0,30.0,SAFE
08:09:20.484,29.0,27.0,SAFE
08:06:40.521,15.0,25.0,SAFE
08:09:30.268,7.0,25.0,SAFE
08:16:49.549,29.0,40.0,SAFE
08:07:02.033,9.0,22.0,SAFE
08:08:08.231,,20.0,SAFE
08:20:24.983,12.0,26.0,SAFE
08:16:08.524,64.0,65.0,DANGER
08:17:36.799,6.0,27.0,SAFE
08:01:58.530,61.0,61.0,DANGER
08:08:07.225,11.0,26.0,SAFE
08:04:46.310,15.0,27.0,SAFE
08:16:49.726,,65.0,SAFE
08:14:41.737,-1.0,19.0,SAFE
08:19:11.040,48.0,58.0,DANGER
08:02:49.558,17.0,29.0,SAFE
08:00:57.248,59.0,57.0,DANGER
08:05:30.048,15.0,24.0,SAFE
08:03:04.774,24.0,,SAFE
,18.0,22.0,SAFE
08:08:35.808,,66.0,DANGER
08:04:58.800,4.0,22.0,SAFE
08:07:01.548,14.0,30.0,SAFE
08:09:42.035,28.0,30.0,SAFE
08:08:39.276,,60.0,DANGER
08:20:19.513,34.0,32.0,SAFE
08:04:10.508,54.0,61.0,DANGER
08:02:56.506,11.0,31.0,SAFE
08:07:12.984,10.0,20.0,SAFE
08:09:10.239,7.0,26.0,SAFE
08:20:09.276,11.0,29.0,SAFE
08:04:29.296,13.0,25.0,SAFE
08:05:22.275,63.0,66.0,DANGER
08:09:45.771,,58.0,DANGER
08:19:56.481,60.0,52.0,DANGER
08:16:22.273,1.0,26.0,SAFE
08:06:26.224,54.0,63.0,DANGER
08:10:09.010,57.0,61.0,DANGER
08:17:57.785,40.0,62.0,SAFE
08:20:34.038,9.0,29.0,SAFE
08:10:02.550,29.0,34.0,SAFE
08:09:35.987,23.0,24.0,SAFE
08:15:28.496,10.0,20.0,SAFE
08:13:17.728,8.0,24.0,SAFE
08:04:29.480,27.0,33.0,SAFE
08:12:12.763,27.0,26.0,SAFE
08:19:42.515,63.0,,DANGER
08:12:00.793,64.0,60.0,DANGER
08:12:38.981,10.0,26.0,SAFE
08:16:04.008,61.0,61.0,DANGER
08:02:59.526,41.0,69.0,SAFE
08:03:12.506,9.0,30.0,SAFE
08:04:24.754,6.0,42.0,DANGER
08:13:12.979,,25.0,SAFE
08:10:35.291,62.0,57.0,DANGER
08:06:24.240,7.0,30.0,SAFE
08:17:03.809,11.0,23.0,SAFE
08:06:05.774,61.0,61.0,DANGER
08:06:38.029,7.0,28.0,SAFE
08:15:55.774,18.0,45.0,DANGER
08:16:40.780,10.0,29.0,SAFE
08:11:16.222,8.0,23.0,SAFE
08:13:23.220,58.0,65.0,DANGER
08:02:40.014,10.0,24.0,SAFE
08:18:25.721,8.0,25.0,SAFE
08:11:37.481,15.0,28.0,SAFE
08:06:25.989,4.0,,SAFE
08:12:30.750,28.0,27.0,SAFE
08:15:54.236,69.0,59.0,DANGER
08:07:39.307,9.0,25.0,SAFE
08:09:48.728,8.0,26.0,SAFE
08:19:46.802,58.0,57.0,DANGER
08:19:36.559,11.0,23.0,SAFE
08:00:44.973,11.0,29.0,SAFE
08:08:03.283,21.0,34.0,SAFE
08:18:35.757,5.0,24.0,SAFE
08:05:11.014,10.0,19.0,SAFE
08:14:18.050,9.0,28.0,SAFE
08:02:57.034,10.0,25.0,SAFE
08:17:26.007,68.0,61.0,DANGER
08:01:47.726,14.0,30.0,SAFE
08:04:34.044,16.0,20.0,SAFE
08:10:40.549,12.0,22.0,SAFE
08:11:19.304,12.0,23.0,SAFE
08:03:46.298,27.0,35.0,SAFE
08:20:10.990,,61.0,DANGER
08:11:17.977,61.0,62.0,DANGER
08:06:35.054,,51.0,SAFE
08:07:58.726,1023.0,59.0,DANGER
08:18:50.751,13.0,24.0,SAFE
08:03:35.017,11.0,24.0,SAFE
08:11:03.540,7.0,22.0,SAFE
08:04:41.977,12.0,23.0,SAFE
08:12:11.233,10.0,23.0,SAFE
08:03:38.978,26.0,25.0,SAFE
08:05:06.749,,,SAFE
08:03:03.802,66.0,59.0,DANGER
08:00:33.046,9.0,21.0,SAFE
08:11:17.784,,24.0,SAFE
08:15:20.540,66.0,63.0,DANGER
08:13:12.794,9.0,24.0,SAFE
08:08:06.806,8.0,28.0,SAFE
08:05:20.783,58.0,62.0,DANGER
08:08:44.789,11.0,37.0,SAFE
08:04:03.484,61.0,44.0,DANGER
08:11:06.516,10.0,28.0,SAFE
08:08:20.047,32.0,44.0,DANGER
08:12:45.974,7.0,20.0,SAFE
08:03:00.476,63.0,59.0,DANGER
08:01:46.470,-30.0,64.0,DANGER
08:19:41.001,8.0,27.0,SAFE
08:14:28.245,4.0,27.0,SAFE
08:13:58.510,66.0,40.0,SAFE
08:01:51.031,53.0,61.0,SAFE
08:17:15.505,6.0,27.0,SAFE
08:09:29.056,65.0,58.0,DANGER
08:12:43.054,31.0,60.0,SAFE
08:15:16.057,-41.0,23.0,SAFE
08:02:21.770,9.0,27.0,SAFE
08:08:48.517,31.0,35.0,SAFE
08:08:42.489,,23.0,DANGER
08:01:43.794,21.0,30.0,SAFE
08:00:32.792,0.0,21.0,SAFE
08:03:37.003,57.0,57.0,DANGER
08:11:28.237,6.0,17.0,SAFE
08:20:22.047,11.0,25.0,SAFE
08:01:01.284,29.0,42.0,SAFE
08:06:20.971,11.0,28.0,SAFE
08:07:30.287,30.0,28.0,SAFE
08:09:01.790,11.0,23.0,SAFE
08:00:23.750,8.0,27.0,SAFE
08:08:10.490,9.0,23.0,SAFE
08:13:35.274,60.0,63.0,DANGER
08:03:43.027,30.0,27.0,SAFE
08:16:27.510,12.0,23.0,SAFE
08:06:14.789,63.0,60.0,DANGER
08:10:17.766,30.0,31.0,SAFE
08:06:56.488,68.0,62.0,DANGER
08:02:55.026,6.0,26.0,SAFE
08:05:17.040,12.0,27.0,SAFE
08:05:47.756,6.0,21.0,
08:15:12.005,25.0,29.0,SAFE
08:20:48.472,58.0,58.0,DANGER
08:18:02.792,65.0,,DANGER
08:05:07.058,17.0,28.0,SAFE
08:17:54.052,15.0,25.0,SAFE
08:00:22.222,,69.0,DANGER
08:12:07.759,14.0,32.0,SAFE
08:02:37.791,11.0,,SAFE
08:06:16.300,61.0,64.0,DANGER
08:02:26.978,19.0,34.0,SAFE
08:14:39.794,52.0,58.0,DANGER
08:15:22.230,11.0,26.0,SAFE
08:08:29.797,60.0,60.0,DANGER
08:04:51.496,5.0,23.0,SAFE
08:19:33.300,58.0,66.0,DANGER
08:14:11.970,4.0,20.0,SAFE
08:02:33.760,59.0,56.0,DANGER
08:07:05.482,63.0,53.0,DANGER
08:01:42.992,27.0,42.0,SAFE
08:04:45.788,34.0,33.0,SAFE
08:03:05.532,10.0,27.0,SAFE
08:14:15.543,17.0,26.0,SAFE
08:17:59.809,33.0,31.0,SAFE
08:03:03.020,8.0,26.0,SAFE
08:14:03.755,12.0,22.0,SAFE
08:14:59.525,63.0,60.0,DANGER
08:19:44.236,53.0,61.0,DANGER
08:13:09.494,16.0,23.0,SAFE
08:15:46.726,,56.0,DANGER
08:11:39.768,10.0,26.0,SAFE
08:09:18.737,31.0,,SAFE
08:16:43.238,6.0,25.0,SAFE
08:04:06.234,11.0,16.0,
08:05:50.474,29.0,26.0,SAFE
08:12:18.984,13.0,,SAFE
08:02:22.278,11.0,27.0,SAFE
08:08:51.246,36.0,36.0,SAFE
08:07:11.481,9.0,23.0,SAFE
08:04:32.535,28.0,33.0,SAFE
08:02:49.011,11.0,27.0,SAFE
08:01:28.992,8.0,26.0,SAFE
08:13:33.801,68.0,58.0,SAFE
08:08:23.040,25.0,33.0,SAFE
08:13:19.782,12.0,20.0,SAFE
08:15:39.276,6.0,26.0,SAFE
08:15:24.245,10.0,,SAFE
08:11:08.730,11.0,26.0,SAFE
overflow,29.0,38.0,SAFE
08:09:39.480,64.0,57.0,DANGER
08:08:49.303,5.0,21.0,SAFE
08:10:15.279,,66.0,DANGER
08:04:04.726,66.0,61.0,DANGER
08:19:49.012,65.0,60.0,DANGER
08:04:17.999,31.0,32.0,SAFE
08:07:17.038,65.0,60.0,DANGER
08:10:43.724,71.0,58.0,DANGER
08:02:39.493,16.0,26.0,SAFE
08:07:00.559,16.0,35.0,SAFE
08:18:54.524,8.0,21.0,SAFE
08:07:20.791,9.0,31.0,SAFE
08:15:32.796,6.0,21.0,SAFE
08:08:33.788,-1.0,22.0,SAFE
08:07:55.025,13.0,21.0,SAFE
08:11:11.805,11.0,27.0,SAFE
08:17:35.012,,33.0,SAFE
08:12:14.296,26.0,24.0,SAFE
08:03:59.995,54.0,63.0,DANGER
08:13:59.235,10.0,29.0,SAFE
08:00:01.481,10.0,19.0,SAFE
08:11:36.044,21.0,24.0,SAFE
08:03:16.530,31.0,28.0,SAFE
08:18:22.276,999.0,25.0,SAFE
08:18:12.028,31.0,33.0,SAFE
08:19:30.476,13.0,20.0,SAFE
08:05:21.520,9.0,24.0,SAFE
08:11:09.808,54.0,60.0,DANGER
08:15:00.540,4.0,25.0,SAFE
08:08:33.556,61.0,61.0,DANGER
08:07:58.226,57.0,62.0,DANGER
08:04:40.478,,25.0,SAFE
08:12:37.039,,64.0,DANGER
08:17:22.002,7.0,20.0,SAFE
08:14:09.481,14.0,29.0,SAFE
08:14:21.244,66.0,71.0,DANGER
08:07:03.503,12.0,25.0,SAFE
08:05:18.991,15.0,26.0,SAFE
08:02:09.265,8.0,29.0,SAFE
08:11:41.527,13.0,25.0,SAFE
